date,open,high,low,close,volume,vwap,transactions,value,cumulative return,volatility,sharpe,10 day avg,100 day avg,beta
2023-01-03,75.85,75.97,73.77,74.03,9276191,74.5,114565,10000.134999999998,0.0,0.0,0.0,74.5,74.5,0.0
2023-01-04,74.99,76.61,74.47,76.32,12316386,75.79,129761,10173.2917,0.017315436241610877,0.9121677477306457,-3.045163575351705,75.14500000000001,75.14500000000001,-0.5810032962701847
2023-01-05,76.0,76.44,75.34,75.73,10039194,76.0,101217,10201.48,0.020134228187919583,0.8122191822408491,-3.1613387816277356,75.43,75.43,-0.16187517959915956
2023-01-06,76.5,78.74,76.15,78.07,13744129,77.68,124998,10426.9864,0.04268456375838941,1.3059192164908195,-0.6797510816827971,75.9925,75.9925,0.03550434443395148
2023-01-09,80.56,81.22,80.06,80.31,22247607,80.68,180559,10829.6764,0.0829530201342284,2.381931988953504,0.8868011386538555,76.93,76.93,-0.06832181309168826
2023-01-10,80.51,81.58,80.46,81.27,10269011,81.04,120932,10877.9992,0.08778523489932906,2.711868359636949,0.9116592961507132,77.61500000000001,77.61500000000001,-0.1405094282869139
2023-01-11,81.57,81.89,80.62,81.78,11771417,81.28,115785,10910.214399999999,0.09100671140939603,2.8367964829564833,0.9561137065332461,78.13857142857144,78.13857142857144,-0.050297959900767644
2023-01-12,84.96,88.83,84.42,87.0,36086750,86.77,318027,11647.137099999998,0.1646979865771812,4.02622386007392,2.0372190630874165,79.2175,79.2175,0.12229542846134604
2023-01-13,85.41,87.1,84.9,86.8,18719894,86.28,178672,11581.364399999999,0.15812080536912757,4.441426510080338,1.7364466084254757,80.00222222222222,80.00222222222222,0.12747017278880984
2023-01-17,86.22,89.73,86.16,88.99,21849956,88.7,213862,11906.201,0.19060402684563768,5.009949655990119,2.022435492517449,80.872,80.872,0.10533776904130375
2023-01-18,90.48,91.22,89.36,89.47,19209828,90.17,188665,12103.5191,0.2103355704697988,5.518059606254879,2.102605051030703,82.439,81.71727272727273,0.0873922931809316
2023-01-19,89.03,90.01,88.26,88.4,13651099,89.02,127737,11949.154599999998,0.1948993288590604,5.667895967373574,1.8441234737135521,83.76200000000001,82.32583333333334,0.05467588344974661
2023-01-20,90.0,91.03,89.2,91.03,14287246,90.49,126132,12146.472699999998,0.21463087248322152,5.8800645382817756,2.0275797863068736,85.211,82.95384615384616,0.02339136156100637
2023-01-23,91.76,95.73,91.72,95.66,22875100,94.64,211596,12703.527199999999,0.2703355704697987,6.455250525011343,2.4898026711320775,86.907,83.78857142857143,0.024198249754054758
2023-01-24,98.0,106.43,91.55,94.56,11352879,94.35,125788,12664.600499999999,0.2664429530201343,6.7919116461806,2.323690416213687,88.274,84.49266666666668,0.026745554844892765
2023-01-25,92.68,93.0,91.12,92.41,14142720,92.26,155821,12384.059799999999,0.23838926174496655,6.842911874097644,2.000946417537426,89.39599999999999,84.978125,0.044365380118389475
2023-01-26,93.89,94.28,92.64,93.45,15759412,93.32,137391,12526.343599999998,0.25261744966442956,6.927640184753509,2.1294841542820238,90.6,85.46882352941176,0.06933266903034338
2023-01-27,92.82,94.12,92.24,93.3,13646559,93.32,138661,12526.343599999998,0.25261744966442956,6.970912886458136,2.116265149240089,91.255,85.905,0.08454189979705466
2023-01-30,92.85,94.25,92.58,93.13,14079798,93.48,149678,12547.820399999999,0.254765100671141,6.993855406733275,2.1322002147261006,91.975,86.30368421052631,0.10557914804452508
2023-01-31,91.0,92.76,90.0,92.73,13342098,91.62,146184,12298.1526,0.22979865771812094,6.910336632062213,1.8888081283103677,92.267,86.5695,0.12222693803718088
2023-02-01,93.0,95.77,92.57,94.74,16788486,94.16,162240,12639.0968,0.2638926174496646,6.936044913898621,2.248010241219135,92.66600000000001,86.93095238095238,0.1407101198245486
2023-02-02,96.6,97.5,95.84,96.65,14925277,96.74,165602,12985.410199999998,0.29852348993288597,7.084585135122339,2.5650478684926106,93.438,87.37681818181818,0.15345961967754923
2023-02-03,95.04,96.95,94.31,94.66,12242178,95.38,142388,12802.857399999999,0.280268456375839,7.120024176136944,2.3612700721364277,93.92699999999999,87.72478260869566,0.1657813460433364
2023-02-06,91.8,92.05,90.74,91.83,12425241,91.66,139340,12303.521799999999,0.23033557046979872,7.009698444484511,1.8677408313194266,93.62899999999999,87.88875,0.17001777613579053
2023-02-07,91.78,94.7,91.68,94.55,15258858,93.57,155452,12559.901099999997,0.255973154362416,6.955545149974458,2.1568834184125842,93.551,88.116,0.18034858239559887
2023-02-08,95.02,95.94,94.23,94.28,12899724,94.97,130282,12747.8231,0.2747651006711411,6.946311528153176,2.3612963417379143,93.822,88.37961538461538,0.1949152716576157
2023-02-09,96.0,98.56,95.62,96.69,16945355,97.11,162382,13035.075299999999,0.3034899328859061,7.015580909559476,2.643017055755729,94.201,88.70296296296296,0.21395162856499977
2023-02-10,95.95,96.5,94.25,95.37,11511442,95.37,121252,12801.5151,0.2801342281879197,6.998782084146893,2.4007462724206388,94.406,88.94107142857142,0.2291043683942572
2023-02-13,95.47,96.39,94.91,96.11,7803456,95.75,86489,12852.5225,0.2852348993288592,6.988006315538769,2.458827199653905,94.63300000000001,89.17586206896551,0.24355992129065965
2023-02-14,95.82,98.99,95.22,97.96,15345050,97.4,150660,13074.002,0.3073825503355707,7.028720391709109,2.679335490740829,95.211,89.45,0.2518744167190218
2023-02-15,92.33,93.68,90.77,92.76,30681635,92.25,299067,12382.717499999999,0.23825503355704705,6.928856319225632,1.9746837529355954,95.02000000000001,89.54032258064517,0.2567089844157375
2023-02-16,90.98,91.79,89.88,90.82,15563296,91.05,150146,12221.641499999998,0.22214765100671138,6.821407006504374,1.8298717534517164,94.451,89.5875,0.2594957874410694
2023-02-17,89.97,90.3,88.94,90.1,11235272,89.8,110595,12053.854,0.20536912751677866,6.714078464034509,1.672947383645927,93.893,89.5939393939394,0.2599588354043106
2023-02-21,88.38,89.42,87.48,87.64,14007605,88.13,121670,11829.689899999998,0.18295302013422812,6.616332577313388,1.4452568531376377,93.53999999999999,89.55088235294117,0.25671903806117746
2023-02-22,87.75,88.09,86.66,86.83,10085594,87.22,98937,11707.540599999998,0.17073825503355708,6.530203710773621,1.3249663231371034,92.905,89.4842857142857,0.2506985245740881
2023-02-23,90.3,91.99,89.46,90.08,15468324,90.43,143273,12138.4189,0.21382550335570494,6.438168747819267,1.8424959743433247,92.451,89.51055555555556,0.25269079441228137
2023-02-24,88.09,88.14,87.24,88.11,8790118,87.78,98353,11782.7094,0.17825503355704714,6.354492003191011,1.4497303632412937,91.518,89.46378378378378,0.24847678213724106
2023-02-27,88.7,88.85,87.24,87.3,10609435,87.71,108758,11773.313299999998,0.17731543624161072,6.274485629487996,1.4570596762600294,90.752,89.41763157894736,0.24376037790983685
2023-02-28,87.14,88.14,86.9,87.07,7520449,87.57,87351,11754.521099999998,0.17543624161073826,6.198441012476854,1.4523490635595695,89.934,89.37025641025642,0.23936916488510201
2023-03-01,89.04,90.04,88.26,88.42,8176749,88.9,93418,11933.047,0.1932885906040271,6.118909551755443,1.688585182148311,89.084,89.3585,0.23845440957759897
2023-03-02,87.64,89.34,87.12,89.03,9776757,88.39,83301,11864.589699999999,0.18644295302013428,6.043832030240085,1.6251775282394485,88.69800000000001,89.33487804878048,0.2367609906844141
2023-03-03,88.67,89.85,87.88,89.79,10844048,89.09,101851,11958.5507,0.1958389261744968,5.969791355394702,1.7625909137496651,88.502,89.32904761904763,0.23637166005885227
2023-03-06,90.08,91.33,89.5,89.58,9959998,90.32,115265,12123.653599999998,0.21234899328859058,5.900229841422852,1.9918376598640932,88.554,89.3520930232558,0.23716491915113713
2023-03-07,89.95,90.24,88.3,88.85,8761066,89.0,98703,11946.47,0.1946308724832216,5.831460512810961,1.7889686429465808,88.64099999999999,89.34409090909091,0.2367757273302888
2023-03-08,88.34,90.84,88.14,90.83,8813034,90.18,91966,12104.8614,0.21046979865771828,5.766159664172262,2.013870700139025,88.93700000000001,89.36266666666667,0.2382135001052718
2023-03-09,89.7,90.69,88.57,88.88,10354665,89.51,103734,12014.9273,0.20147651006711423,5.701772658505008,1.9191049267244975,88.845,89.3658695652174,0.23854693817657857
2023-03-10,88.03,89.17,87.2,87.25,11928804,87.87,129836,11794.7901,0.17946308724832236,5.64367582172811,1.648269725944608,88.85400000000001,89.33404255319148,0.2344484895972755
2023-03-13,86.38,89.0,86.31,87.74,11847587,87.94,121684,11804.186199999998,0.1804026845637584,5.586938414826473,1.6775377324954972,88.877,89.305,0.23126664839409303
2023-03-14,88.03,89.62,87.71,89.29,11100110,88.86,117018,11927.6778,0.19275167785234915,5.528800321335288,1.8615792580322836,89.006,89.29591836734694,0.23036431279890396
2023-03-15,87.2,87.24,85.44,86.7,12171472,86.22,150647,11573.310599999999,0.15731543624161082,5.48935599360159,1.3940250930928035,88.738,89.23440000000001,0.22465647397838479
2023-03-16,85.95,89.47,85.82,89.3,13188257,88.12,144003,11828.3476,0.18281879194630882,5.436425238384956,1.7570921296873703,88.711,89.21254901960785,0.22216451794272188
2023-03-17,89.06,90.03,89.0,89.47,13257742,89.52,116577,12016.269599999998,0.20161073825503353,5.383031941280356,2.0345968813618027,88.75399999999999,89.21846153846153,0.2228656483868981
2023-03-20,89.21,90.37,88.66,90.04,8217489,89.64,94396,12032.377199999999,0.2032214765100672,5.331335196574046,2.076834337318563,88.686,89.22641509433963,0.22376074580942973
2023-03-21,91.0,93.0,90.8,92.5,12299684,92.03,146715,12353.186899999999,0.23530201342281887,5.294563872858037,2.5426645750772585,88.989,89.27833333333332,0.22938460512011577
2023-03-22,93.5,95.03,92.54,92.62,12812373,94.01,143841,12618.9623,0.2618791946308726,5.283971487445272,2.9224798121433717,89.372,89.36436363636363,0.23834210904381503
2023-03-23,94.49,95.82,93.43,94.59,11169698,94.73,118629,12715.607899999999,0.2715436241610739,5.284583234989529,3.0583868739143836,89.89399999999999,89.46017857142859,0.24704563735490812
2023-03-24,93.95,94.18,92.09,92.79,7655139,92.85,97541,12463.255499999997,0.24630872483221472,5.256398130208372,2.717126756042318,90.392,89.51964912280701,0.25353281668648847
2023-03-27,92.04,92.18,90.55,90.66,9349773,91.13,109679,12232.379899999998,0.22322147651006713,5.214374383541727,2.4091672511376854,90.711,89.54741379310344,0.2575009114680687
2023-03-28,90.66,90.87,89.92,90.81,7514666,90.5,87257,12147.814999999999,0.214765100671141,5.170714871776751,2.3076693060624778,90.875,89.5635593220339,0.260170273003477
2023-03-29,91.76,93.22,91.45,92.76,9264041,92.67,105735,12439.094099999998,0.24389261744966448,5.142369850916574,2.7423737321201034,91.52,89.61533333333334,0.2701266898568163
2023-03-30,93.35,93.52,92.03,92.47,10232790,92.73,116874,12447.1479,0.2446979865771814,5.114906656947862,2.768828631655,91.981,89.66639344262295,0.280918994333438
2023-03-31,91.24,93.26,91.13,93.02,8701770,92.67,98271,12439.094099999998,0.24389261744966448,5.087129933190763,2.772152507446317,92.296,89.71483870967741,0.2913498297806402
2023-04-03,93.01,93.6,91.71,92.84,6863562,92.67,82675,12439.094099999998,0.24389261744966448,5.059654947970687,2.7872058757002987,92.599,89.76174603174603,0.30022719559000915
2023-04-04,93.04,93.28,91.72,92.17,6338442,92.45,71992,12409.5635,0.24093959731543646,5.0305739834709255,2.759585694517842,92.641,89.80375,0.3066042125901592
2023-04-05,91.6,92.18,89.04,90.2,9171762,90.13,104765,12098.149899999999,0.20979865771812084,4.991281933184941,2.3164990787491098,92.25300000000001,89.80876923076923,0.30789273789108007
2023-04-06,89.66,90.91,89.4,90.24,5874515,90.34,70214,12126.3382,0.21261744966442975,4.953170285193697,2.3767202260722677,91.814,89.81681818181818,0.3104558432290112
2023-04-10,88.42,89.03,86.47,89.02,12232876,87.94,128562,11804.186199999998,0.1804026845637584,4.920847895153485,1.9046107905978387,91.32300000000001,89.78880597014926,0.2988769448810273
2023-04-11,88.64,89.84,88.46,89.24,11079168,89.21,108103,11974.6583,0.1974496644295303,4.884491440121637,2.1787938684021877,91.131,89.78029411764706,0.2957550156241344
2023-04-12,88.91,89.5,86.86,86.87,11299106,87.77,127837,11781.367099999998,0.17812080536912747,4.854479294858653,1.8956307033271478,90.858,89.75115942028985,0.28410747751093146
2023-04-13,86.56,87.62,85.97,87.05,7910506,87.01,97132,11679.3523,0.16791946308724856,4.830297677387374,1.7477804814228974,90.292,89.712,0.2665201741779395
2023-04-14,87.95,88.37,86.54,87.2,7656385,87.34,95302,11723.6482,0.17234899328859077,4.803926458273371,1.8260687535905669,89.753,89.67859154929577,0.25113009751173576
2023-04-17,87.75,88.05,87.16,87.99,8163582,87.63,94432,11762.574899999998,0.176241610738255,4.7760819858297765,1.89743392740892,89.249,89.65013888888889,0.23861278840351846
2023-04-18,88.2,88.4,87.5,88.14,8468232,87.96,92822,11806.870799999999,0.18067114093959738,4.746922302611652,1.9786083279333553,88.77799999999999,89.62698630136987,0.2289910885342963
2023-04-19,86.23,87.38,86.04,87.23,11191264,86.88,121870,11661.902399999999,0.1661744966442954,4.725099837531369,1.7591797603884625,88.22099999999999,89.58986486486486,0.21383357726817856
2023-04-20,88.32,91.88,88.1,89.29,19206258,90.03,197635,12084.7269,0.20845637583892634,4.69334006961023,2.4422479151296437,88.21099999999998,89.59573333333334,0.21632032634973927
2023-04-21,87.78,87.91,85.28,85.37,13175396,86.09,151425,11555.8607,0.15557046979865782,4.679257901502318,1.6075839712927336,87.786,89.5496052631579,0.19382141936017785
2023-04-24,85.4,85.96,83.99,84.64,10567552,84.6,119534,11355.857999999998,0.13557046979865772,4.682469429583959,1.2882732264919383,87.452,89.48532467532468,0.15922263017941896
2023-04-25,83.27,83.4,82.26,82.29,13423692,82.64,135033,11092.767199999998,0.10926174496644298,4.716091873656884,0.8634903876124687,86.79499999999999,89.3975641025641,0.11148356062982119
2023-04-26,82.24,82.38,81.21,82.25,11583318,81.92,117182,10996.121599999999,0.09959731543624165,4.76068761244949,0.7041629850346679,86.21,89.30291139240506,0.057786230969006376
2023-04-27,82.9,83.86,82.16,83.67,10013661,83.2,101338,11167.936,0.11677852348993303,4.779417088484341,0.969218612696765,85.829,89.226625,0.01509384355228875
2023-04-28,84.48,84.51,83.72,84.3,8262599,84.15,94510,11295.4545,0.12953020134228205,4.782830406519846,1.1671540752083411,85.51,89.16395061728394,-0.0163499334123367
2023-05-01,84.3,84.69,83.9,83.98,4931139,84.19,67705,11300.823699999999,0.13006711409395982,4.784847238780382,1.175021838614241,85.16600000000001,89.10329268292683,-0.04425592566513567
2023-05-02,83.5,84.05,82.55,82.96,6874978,83.13,86091,11158.539899999998,0.11583892617449662,4.8005667274899615,0.950366958524801,84.683,89.03132530120483,-0.07592457524416152
2023-05-03,82.62,83.76,82.44,82.7,7151630,82.92,98456,11130.3516,0.11302013422818809,4.817925650438129,0.9033555757765214,84.287,88.95857142857143,-0.10636545742113845
2023-05-04,83.0,83.76,82.64,83.49,7290557,83.17,90999,11163.909099999999,0.11637583892617456,4.83014243748427,0.9528290437739265,83.601,88.89047058823529,-0.1326977385265644
2023-05-05,84.3,85.57,83.74,84.97,6865003,84.69,82046,11367.938699999999,0.13677852348993294,4.822962199475018,1.2694065901379883,83.461,88.84162790697674,-0.15171337886520875
2023-05-08,84.5,85.54,84.41,85.54,6746640,85.13,72837,11426.999899999999,0.14268456375838934,4.811323618705493,1.3639282077154502,83.514,88.79896551724138,-0.1694245469460394
2023-05-09,85.25,85.48,84.3,85.06,7287804,84.75,85406,11375.992499999998,0.1375838926174497,4.8030254256342815,1.2871678686113899,83.725,88.75295454545454,-0.18778742351535457
2023-05-10,84.51,85.14,84.17,84.9,7442294,84.74,96977,11374.650199999998,0.13744966442953022,4.794564268738961,1.2873536893110407,84.007,88.70786516853933,-0.20810248062678888
2023-05-11,84.14,84.14,82.52,83.43,8730884,83.16,113596,11162.566799999999,0.11624161073825508,4.803284591965238,0.9560749341568957,84.003,88.64622222222222,-0.23512185764304006
2023-05-12,83.38,83.93,82.94,83.43,5069826,83.38,65110,11192.097399999999,0.11919463087248328,4.808321089235995,1.0008275052123514,83.926,88.58835164835165,-0.260307563353889
2023-05-15,83.33,85.67,83.22,85.66,8707286,84.88,101150,11393.442399999998,0.13932885906040268,4.7974329763868475,1.3157661672543168,83.99499999999999,88.54804347826087,-0.27623405109824517
2023-05-16,85.69,86.75,85.59,85.88,11286533,86.19,109549,11569.283699999998,0.15691275167785235,4.777550113446111,1.5954411401248332,84.301,88.52268817204302,-0.28713728835924013
2023-05-17,88.3,91.8,88.06,90.88,23174624,90.34,229104,12126.3382,0.21261744966442975,4.755490449879719,2.4755175357985966,85.04299999999999,88.54202127659575,-0.27850422451644186
2023-05-18,91.25,93.4,91.07,92.65,14879044,92.39,157687,12401.509699999999,0.24013422818791952,4.7465745696846104,2.912057905564185,85.965,88.58252631578948,-0.25888746882252256
2023-05-19,92.13,92.78,91.56,92.58,9295245,92.24,108162,12381.375199999999,0.23812080536912758,4.736259864069954,2.8867292742360493,86.72,88.620625,-0.23831182935267298
2023-05-22,92.07,92.44,91.2,91.72,9259822,91.72,102533,12311.575599999998,0.23114093959731546,4.722025138987527,2.7853091868164084,87.37899999999999,88.65257731958762,-0.21942985607104998
2023-05-23,91.0,91.34,90.33,90.44,7656686,90.75,90151,12181.3725,0.21812080536912767,4.702397225850049,2.590657363659407,87.979,88.67397959183673,-0.20639081160140393
2023-05-24,89.28,90.15,89.18,90.13,9443880,90.59,111957,12159.8957,0.2159731543624162,4.682305380202077,2.567602713576349,88.564,88.69333333333333,-0.194479218913813
2023-05-25,97.06,102.37,96.98,100.95,60740566,100.01,592119,13424.3423,0.34241610738255057,4.794079550588797,4.472662535891067,90.249,88.8065,-0.11704934624193712
2023-05-26,100.85,104.44,100.73,103.21,26135846,103.17,258397,13848.5091,0.3848322147651008,4.979562362972535,4.940655062970979,92.228,89.0932,-0.02689125640933014
2023-05-30,103.79,105.24,101.52,101.98,25247959,103.07,253235,13835.086099999999,0.3834899328859061,5.1483534573380885,4.759249768501458,94.047,89.36599999999999,0.039442561775854416
2023-05-31,99.73,99.98,98.06,98.59,22206683,98.85,219200,13268.635499999999,0.3268456375838927,5.212586211870377,3.8910243736232233,95.313,89.59449999999998,0.07860580526980697
2023-06-01,98.68,100.59,98.6,98.84,14998514,99.45,155003,13349.173499999999,0.3348993288590605,5.2840360905889625,3.9519601384237375,96.224,89.81220000000002,0.11497580972499724
2023-06-02,101.25,101.3,98.62,98.94,13085123,99.42,127801,13345.1466,0.33449664429530224,5.35085695782929,3.8970019502183173,96.92699999999999,89.99960000000002,0.15043973403368194
2023-06-05,98.01,98.81,94.25,98.05,11873799,98.07,133495,13163.936099999999,0.3163758389261746,5.3918323942639965,3.6170078322069426,97.51,90.1699,0.17832881101225323
