date,open,high,low,close,volume,vwap,transactions,value,cumulative return,percent change
2023-02-22,134.99,135.06,134.35,134.93,235380,134.76,235380,10328.81,0.03288099999999995,0.00044555467197970877
2023-02-23,134.94,135.36,134.27,134.62,193191,134.86,193191,10336.48,0.033647999999999956,0.0007425831242902081
2023-02-24,134.63,136.52,134.05,136.47,241217,135.42,241217,10379.4,0.03793999999999997,0.004152283949661717
2023-02-27,136.41,136.55,135.91,136.32,200274,136.21,200274,10439.95,0.043995000000000076,0.005833670539723057
2023-02-28,136.32,136.93,135.73,136.34,209487,136.4,209487,10454.51,0.04545100000000002,0.001394642694648951
2023-03-01,136.35,136.47,135.24,136.19,225311,136.02,225311,10425.39,0.042538999999999945,-0.0027854007504896083
2023-03-02,136.19,137.1,136.05,136.72,237813,136.62,237813,10471.37,0.04713700000000008,0.004410386565874447
2023-03-03,136.72,136.77,135.74,135.84,208600,136.28,208600,10445.31,0.044530999999999946,-0.0024886905915846302
2023-03-06,136.01,136.19,135.36,136.0,198386,135.86,198386,10413.12,0.04131200000000008,-0.0030817658834442208
2023-03-07,136.0,137.44,135.54,137.38,213374,136.31,213374,10447.61,0.04476100000000006,0.0033121677268677097
2023-03-08,137.39,137.91,136.48,137.22,212114,137.3,212114,10523.49,0.05234899999999998,0.0072629051046124715
2023-03-09,137.23,137.26,135.94,136.37,200626,136.42,200626,10456.04,0.04560400000000009,-0.006409470622388502
